"HolderAddress","Balance","PendingBalanceUpdate"
"0x01228d70a0980d85a103d9a753707104757f69bc","142.62353017","No"
"0x052aa017270434c91ca09c082018bd3b8f26e613","129.17021807","No"
"0x05738078a66d8d2d16ef8075f215db6dc62b2b13","556.33344467","No"
"0x0678fa96a29603675784f1baebd265834f9da41c","492.63677939","No"
"0x06ee02c456fe818109272748de2601dfdadea9ef","78967.11719036","No"
"0x07c8b4d7f1bc58f8780ea96e9ab68c840ba04eff","346.27322253","No"
"0x08550bb0c9b73119e7a3a2f55d0200cd2d22dfb1","36232.23682628","No"
"0x0b013cca6335dd62353ca60ecec9c39b5227d270","3182.30195564","No"
"0x0c403e0d57eeb8f091bcfa8efdf01c00509f04f2","327.57607748","No"
"0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe","4129.04825387","No"
"0x0d598a9f3f90804afc5a194e0e59e6addae86f40","583.16515466","No"
"0x0f2f9599c19cddd869d0bbf7bc3bfe354dd5b40a","745.44210945","No"
"0x0f45156f109e474295913d78036fa213b1745d5a","57.80944367","No"
"0x10840038305857268f28f6a9ff844c1d30c67811","128.73912919","No"
"0x11b1785d9ac81480c03210e89f1508c8c115888e","58.65743289","No"
"0x1333c53a798547126ca04647ba925485a6fa7aad","141207.21491843","No"
"0x133acc82d6eaaec2a12e7547835219860551c570","89.82118457","No"
"0x13afb3b7b16a57b8b799cc0b7b4f6782505f3bfe","97.74923054","No"
"0x14e9e9f0a8d9bac4cad8c1ce339826f42924e542","317847.8160551","No"
"0x17c4942503cd58afc19472686fb6d0ad08bb91cc","2012.97807039","No"
"0x17ea92d6ffbaa1c7f6b117c1e9d0c88abdc8b84c","281.7722304","No"
"0x1b63ae9cda5155e508b3548d309a09c1febdd689","3424.3380446","No"
"0x1c22eb7bf68e0c8338b98d1f0e9568e2899bdaf2","101.51444188","No"
"0x1c62b0b014f053ae743f0546b4e5a544909758b3","10595.83338514","No"
"0x1c9bb6a43852ab6d3cc5155ba0a9b6a6ebb6878d","45.71314072","No"
"0x1d3db45f912c74de554409c1ad0d27dbcb26b726","19194.80596518","No"
"0x1df428833f2c9fb1ef098754e5d710432450d706","1391.97711371","No"
"0x1e5f7e7a6fc30250c4c97dab1d7bb314f96ce81e","859.71246421","No"
"0x1f75d6256cb4163f92c94b355aa32fde3831e780","99.8673946","No"
"0x215a0a9948af67b867dcaef173dc1dfee64d18ea","439.99609977","No"
"0x2164d6b2ef215a4f46912bdd18f27a25041ebe29","536.66178789","No"
"0x22fdf20103f17920080807276fce83034e81a677","57.23959704","No"
"0x233b8c8e02b971e65cb24d82809cf60604c7e21c","682.371006","No"
"0x2562a449a01333cc661e7d6da287b49c3dc3f1a0","6940.34176476","No"
"0x25b28ee7f335f0396f41f129039f1583345b21b8","1146.60269705","No"
"0x27adfbdb9a913ffdf886b4f76eca80ab8f189bef","311.46956817","No"
"0x284cd93834b096a650fff0c41e8802a8fd162132","1254.69555762","No"
"0x28cad4d9f9163ebbd2adf5164787d362f4b643ff","8722.80944123","No"
"0x2a1049062c6cfd69bd38fbaf3b0559df1dbbc92c","8897.64491817","No"
